Station Name,Measurement Timestamp,Air Temperature,Humidity,Rain Intensity,Interval Rain,Total Rain,Wind Direction,Wind Speed,Maximum Wind Speed,Barometric Pressure,Solar Radiation
63rd Street Weather Station,08/01/2019 01:00:00 AM,21.0,65,0.0,0.0,406.7,64,2.4,4.0,999.6,1
Foster Weather Station,08/01/2019 01:00:00 AM,20.0,59,,0.0,,25,1.6,1.9,999.0,0
Oak Street Weather Station,08/01/2019 01:00:00 AM,21.0,64,0.0,0.0,153.5,90,2.2,2.8,1000.5,-3
63rd Street Weather Station,08/01/2019 02:00:00 AM,20.8,71,0.0,0.0,406.7,60,1.8,3.4,999.5,1
Foster Weather Station,08/01/2019 02:00:00 AM,19.78,65,,0.0,,64,1.0,1.7,999.0,0
Oak Street Weather Station,08/01/2019 02:00:00 AM,21.1,64,0.0,0.0,153.5,97,2.7,3.5,1000.3,-4
63rd Street Weather Station,08/01/2019 03:00:00 AM,20.9,71,0.0,0.0,406.7,64,1.7,3.4,999.7,1
Foster Weather Station,08/01/2019 03:00:00 AM,19.89,65,,0.0,,30,1.7,1.8,999.0,0
Oak Street Weather Station,08/01/2019 03:00:00 AM,21.2,64,0.0,0.0,153.5,92,2.2,2.6,1000.4,-4
Foster Weather Station,09/16/2015 12:00:00 AM,22.28,43,,0.0,,202,3.7,4.2,1000.3,0
Foster Weather Station,09/17/2015 01:00:00 AM,22.0,53,,0.0,,176,3.7,4.0,996.3,0
Foster Weather Station,09/17/2015 02:00:00 AM,21.39,56,,0.0,,182,2.1,2.3,996.3,1
Foster Weather Station,09/17/2015 03:00:00 AM,20.78,59,,0.0,,189,5.2,6.8,995.9,0
Foster Weather Station,09/17/2015 04:00:00 AM,20.17,61,,0.0,,210,3.8,4.8,995.6,0
Foster Weather Station,09/17/2015 05:00:00 AM,19.89,64,,0.0,,203,4.0,5.1,995.6,0
Foster Weather Station,09/17/2015 06:00:00 AM,20.06,63,,0.0,,198,4.7,5.1,995.3,0
Foster Weather Station,09/17/2015 07:00:00 AM,20.56,60,,0.0,,202,5.1,5.9,994.9,18
Foster Weather Station,09/17/2015 08:00:00 AM,21.28,58,,0.0,,198,3.7,4.0,994.6,80
Foster Weather Station,09/17/2015 09:00:00 AM,22.56,56,,0.0,,206,3.4,4.2,994.6,346
Foster Weather Station,09/17/2015 10:00:00 AM,24.0,54,,0.0,,212,2.5,3.0,994.2,485
Foster Weather Station,09/17/2015 11:00:00 AM,25.67,51,,0.0,,223,3.0,3.4,993.6,667
Foster Weather Station,09/17/2015 12:00:00 PM,26.56,51,,0.0,,196,3.8,5.7,993.2,630
Foster Weather Station,09/17/2015 01:00:00 PM,27.67,49,,0.0,,192,3.8,4.5,992.6,666
Foster Weather Station,09/17/2015 02:00:00 PM,28.67,47,,0.0,,174,4.7,5.4,991.9,646
Foster Weather Station,09/17/2015 03:00:00 PM,29.0,47,,0.0,,210,3.2,4.0,990.9,268
Foster Weather Station,09/17/2015 04:00:00 PM,29.0,47,,0.0,,195,2.5,3.2,990.2,128
Foster Weather Station,09/17/2015 05:00:00 PM,24.89,54,,1.32,,252,3.1,4.0,991.2,9
Foster Weather Station,09/17/2015 06:00:00 PM,21.06,76,,1.88,,93,0.4,0.9,989.8,6
Foster Weather Station,09/17/2015 07:00:00 PM,24.17,68,,0.33,,170,3.8,4.3,988.8,0
Foster Weather Station,09/17/2015 08:00:00 PM,26.28,57,,0.0,,175,2.1,2.6,989.2,1
Foster Weather Station,09/17/2015 09:00:00 PM,26.17,55,,0.05,,180,4.9,5.9,988.5,1
Foster Weather Station,09/18/2015 01:00:00 AM,24.56,63,,0.0,,201,3.5,4.2,987.8,1
Foster Weather Station,09/18/2015 02:00:00 AM,18.67,92,,29.79,,36,2.8,3.0,988.5,0
Foster Weather Station,09/18/2015 03:00:00 AM,18.67,92,,19.61,,105,0.5,0.9,987.5,0
Foster Weather Station,09/18/2015 04:00:00 AM,19.28,93,,4.75,,346,1.0,1.1,987.8,0
Foster Weather Station,09/18/2015 05:00:00 AM,19.17,92,,3.45,,191,0.6,0.8,987.5,0
Foster Weather Station,09/18/2015 06:00:00 AM,20.28,92,,0.81,,218,2.7,3.3,987.1,0
Foster Weather Station,09/18/2015 07:00:00 AM,19.56,89,,0.0,,255,2.2,2.8,987.5,22
Foster Weather Station,09/18/2015 08:00:00 AM,20.0,84,,0.0,,250,1.2,1.7,988.1,112
Foster Weather Station,09/18/2015 10:00:00 AM,22.78,75,,0.0,,197,4.9,5.3,987.8,432
Foster Weather Station,09/18/2015 11:00:00 AM,24.0,74,,0.0,,219,1.6,2.9,987.8,174
Foster Weather Station,09/18/2015 12:00:00 PM,23.78,77,,0.0,,222,2.7,3.3,988.1,93
Foster Weather Station,09/18/2015 01:00:00 PM,24.06,77,,0.0,,200,0.6,0.9,987.5,186
Foster Weather Station,09/18/2015 02:00:00 PM,21.0,82,,0.0,,340,1.3,1.4,988.1,53
Foster Weather Station,09/18/2015 03:00:00 PM,19.5,90,,0.0,,33,0.8,1.0,987.5,94
Foster Weather Station,09/18/2015 04:00:00 PM,19.56,90,,0.05,,9,0.9,1.1,986.1,110
Foster Weather Station,09/18/2015 05:00:00 PM,20.06,91,,0.0,,131,1.4,1.7,986.8,3
63rd Street Weather Station,09/29/2018 07:00:00 AM,7.9,77,0.0,0.0,263.2,271,1.5,2.9,1005.7,14
Foster Weather Station,09/29/2018 07:00:00 AM,7.17,70,,0.0,,269,1.6,1.7,1004.7,0
63rd Street Weather Station,09/29/2018 08:00:00 AM,8.9,75,0.0,0.0,263.2,264,1.4,1.9,1005.6,44
Foster Weather Station,09/29/2018 08:00:00 AM,8.28,68,,0.0,,248,1.6,1.7,1004.7,0
63rd Street Weather Station,09/29/2018 09:00:00 AM,12.4,68,0.0,0.0,263.2,336,1.1,2.1,1005.9,309
Foster Weather Station,09/29/2018 09:00:00 AM,11.28,61,,0.0,,209,0.8,1.1,1005.4,0
63rd Street Weather Station,09/29/2018 10:00:00 AM,13.3,55,0.0,0.0,263.2,38,2.4,3.2,1006.1,457
Foster Weather Station,09/29/2018 10:00:00 AM,12.78,45,,0.0,,343,2.5,2.9,1005.4,0
63rd Street Weather Station,09/29/2018 11:00:00 AM,13.8,52,0.0,0.0,263.2,58,1.9,3.5,1005.7,566
Foster Weather Station,09/29/2018 11:00:00 AM,13.5,41,,0.0,,67,1.4,1.7,1004.7,0
63rd Street Weather Station,09/29/2018 12:00:00 PM,14.3,45,0.0,0.0,263.2,73,3.1,4.8,1005.7,921
Foster Weather Station,09/29/2018 12:00:00 PM,13.67,49,,0.0,,9,3.1,3.7,1004.7,0
63rd Street Weather Station,09/29/2018 01:00:00 PM,14.1,48,0.0,0.0,263.2,49,1.4,2.4,1005.3,417
Foster Weather Station,09/29/2018 01:00:00 PM,13.89,42,,0.0,,3,3.3,3.6,1004.7,0
63rd Street Weather Station,09/29/2018 02:00:00 PM,14.1,48,0.0,0.0,263.2,67,2.9,5.4,1004.4,135
Foster Weather Station,09/29/2018 02:00:00 PM,13.17,48,,0.0,,2,1.7,2.2,1004.1,0
63rd Street Weather Station,09/29/2018 03:00:00 PM,14.1,44,0.0,0.0,263.2,78,2.1,3.3,1004.1,145
Foster Weather Station,09/29/2018 03:00:00 PM,13.17,51,,0.0,,62,1.5,1.9,1003.4,0
63rd Street Weather Station,09/29/2018 04:00:00 PM,14.1,49,0.0,0.0,263.2,92,1.7,3.3,1004.1,68
Foster Weather Station,09/29/2018 04:00:00 PM,13.39,47,,0.0,,87,2.7,3.0,1003.4,0
63rd Street Weather Station,09/29/2018 05:00:00 PM,14.2,50,0.0,0.0,263.2,74,2.8,4.3,1003.5,33
Foster Weather Station,09/29/2018 05:00:00 PM,13.5,47,,0.0,,94,1.8,2.2,1002.7,0
63rd Street Weather Station,09/29/2018 06:00:00 PM,14.4,50,0.0,0.0,263.2,86,3.1,4.2,1003.1,6
Foster Weather Station,09/29/2018 06:00:00 PM,13.67,45,,0.0,,37,3.0,3.4,1003.0,0
63rd Street Weather Station,09/29/2018 07:00:00 PM,14.6,55,0.0,0.0,263.2,97,2.8,4.9,1002.7,2
Foster Weather Station,09/29/2018 07:00:00 PM,13.89,51,,0.0,,98,0.8,1.2,1002.4,0
63rd Street Weather Station,07/31/2019 06:00:00 PM,20.8,68,0.0,0.0,406.7,41,4.2,7.6,999.2,309
Foster Weather Station,07/31/2019 06:00:00 PM,20.28,62,,0.0,,33,2.0,2.1,998.6,0
Oak Street Weather Station,07/31/2019 06:00:00 PM,20.8,67,0.0,0.0,153.5,81,3.6,4.8,1000.2,24
63rd Street Weather Station,07/31/2019 10:00:00 PM,21.6,48,0.0,0.0,406.7,31,4.6,6.2,999.6,1
Foster Weather Station,07/31/2019 10:00:00 PM,20.5,47,,0.0,,347,1.5,2.0,999.0,0
Oak Street Weather Station,07/31/2019 10:00:00 PM,22.0,51,0.0,0.0,153.5,61,3.1,3.8,1000.6,-3
63rd Street Weather Station,08/01/2019 04:00:00 AM,21.2,71,0.0,0.0,406.7,67,2.8,4.6,999.2,1
Foster Weather Station,08/01/2019 04:00:00 AM,20.0,67,,0.0,,36,1.1,1.4,998.6,0
Oak Street Weather Station,08/01/2019 04:00:00 AM,21.2,66,0.0,0.0,153.5,104,2.4,2.8,1000.2,-3
63rd Street Weather Station,09/29/2018 08:00:00 PM,14.7,52,0.0,0.0,263.2,66,3.1,5.1,1003.4,2
Foster Weather Station,09/18/2015 06:00:00 PM,19.78,88,,1.09,,68,1.0,1.3,986.8,3
Foster Weather Station,09/18/2015 07:00:00 PM,19.78,87,,0.15,,172,2.1,2.3,986.5,0
Foster Weather Station,09/18/2015 08:00:00 PM,20.17,89,,4.65,,96,1.2,1.4,986.8,0
Foster Weather Station,09/18/2015 09:00:00 PM,19.56,92,,7.39,,164,2.4,2.8,986.1,0
Foster Weather Station,09/18/2015 10:00:00 PM,19.28,92,,0.13,,159,1.9,2.1,985.4,0
Foster Weather Station,09/18/2015 11:00:00 PM,20.39,91,,0.1,,188,2.4,2.6,984.4,0
Foster Weather Station,09/19/2015 01:00:00 AM,19.0,88,,0.0,,168,2.7,3.0,982.4,0
Foster Weather Station,09/19/2015 02:00:00 AM,19.89,87,,0.0,,187,2.3,2.6,982.4,0
Foster Weather Station,09/19/2015 03:00:00 AM,19.89,84,,0.0,,272,5.8,6.4,982.7,0
Foster Weather Station,09/19/2015 04:00:00 AM,17.56,81,,0.0,,298,2.8,3.4,984.1,1
Foster Weather Station,09/19/2015 05:00:00 AM,17.17,83,,0.0,,282,3.4,3.8,985.1,0
Foster Weather Station,09/19/2015 06:00:00 AM,14.56,83,,0.0,,332,6.8,8.1,986.8,0
Foster Weather Station,09/19/2015 07:00:00 AM,14.67,79,,0.0,,330,4.0,5.3,988.5,16
Foster Weather Station,09/19/2015 08:00:00 AM,14.67,75,,0.0,,331,4.0,4.6,989.5,97
Foster Weather Station,09/19/2015 09:00:00 AM,15.0,74,,0.0,,348,6.1,6.8,990.5,133
Foster Weather Station,09/19/2015 10:00:00 AM,16.06,67,,0.0,,325,4.6,5.2,991.9,283
Foster Weather Station,09/19/2015 11:00:00 AM,15.78,69,,0.0,,346,6.6,7.4,992.9,161
Foster Weather Station,09/19/2015 12:00:00 PM,17.28,59,,0.0,,334,1.6,3.2,993.2,688
Foster Weather Station,09/19/2015 01:00:00 PM,16.28,71,,0.0,,5,4.4,4.7,993.6,87
Foster Weather Station,09/19/2015 02:00:00 PM,16.78,70,,0.0,,5,1.2,1.8,993.9,660
Foster Weather Station,09/19/2015 03:00:00 PM,17.17,67,,0.0,,31,1.1,1.2,994.2,566
Foster Weather Station,09/19/2015 04:00:00 PM,17.39,59,,0.0,,39,1.0,1.3,994.6,424
Foster Weather Station,09/19/2015 05:00:00 PM,17.67,63,,0.0,,135,0.6,0.7,994.6,300
Foster Weather Station,09/19/2015 06:00:00 PM,17.06,63,,0.0,,42,0.5,0.6,994.9,109
Foster Weather Station,09/19/2015 10:00:00 PM,16.89,59,,0.0,,261,1.2,1.3,997.0,0
Foster Weather Station,09/19/2015 11:00:00 PM,16.67,59,,0.0,,260,1.3,1.3,997.0,0
Foster Weather Station,09/19/2015 12:00:00 AM,20.0,90,,0.03,,211,1.1,1.3,983.4,0
Foster Weather Station,09/20/2015 02:00:00 AM,15.0,65,,0.0,,259,2.1,2.3,997.3,0
Foster Weather Station,09/20/2015 03:00:00 AM,15.0,65,,0.0,,259,1.1,1.5,997.6,0
Foster Weather Station,09/20/2015 04:00:00 AM,14.06,71,,0.0,,264,0.8,1.0,998.0,0
Foster Weather Station,09/20/2015 05:00:00 AM,13.17,76,,0.0,,215,1.1,1.2,998.3,0
Foster Weather Station,09/20/2015 06:00:00 AM,13.17,75,,0.0,,199,1.8,2.0,999.3,0
Foster Weather Station,09/20/2015 07:00:00 AM,13.5,74,,0.0,,232,1.6,1.7,999.7,47
Foster Weather Station,09/20/2015 08:00:00 AM,14.56,68,,0.0,,204,1.3,1.4,1000.0,153
Foster Weather Station,09/20/2015 09:00:00 AM,16.5,62,,0.0,,135,0.3,0.4,1000.7,132
Foster Weather Station,09/20/2015 10:00:00 AM,17.78,55,,0.0,,206,3.3,3.5,1000.7,502
Foster Weather Station,09/20/2015 11:00:00 AM,18.0,62,,0.0,,110,2.2,2.8,1000.3,642
Foster Weather Station,09/20/2015 12:00:00 PM,18.17,58,,0.0,,124,1.3,1.7,1000.0,720
Foster Weather Station,09/29/2018 08:00:00 PM,14.0,50,,0.0,,73,2.3,2.9,1002.4,0
63rd Street Weather Station,08/01/2019 05:00:00 AM,21.2,77,0.0,0.0,406.7,65,2.4,4.0,999.5,1
Foster Weather Station,08/01/2019 05:00:00 AM,20.06,67,,0.0,,76,1.5,1.7,999.0,0
Oak Street Weather Station,08/01/2019 05:00:00 AM,21.1,69,0.0,0.0,153.5,101,1.6,2.3,1000.3,-4
63rd Street Weather Station,08/01/2019 06:00:00 AM,20.9,81,0.0,0.0,406.7,67,2.3,3.7,1000.1,12
Foster Weather Station,08/01/2019 06:00:00 AM,17.17,73,,0.0,,290,1.2,1.3,999.3,0
Oak Street Weather Station,08/01/2019 06:00:00 AM,21.3,73,0.0,0.0,153.5,85,1.6,1.9,1000.9,12
63rd Street Weather Station,08/01/2019 07:00:00 AM,21.5,81,0.0,0.0,406.7,55,1.3,3.5,1000.2,120
Foster Weather Station,08/01/2019 07:00:00 AM,19.0,71,,0.0,,340,1.0,1.0,999.7,0
Oak Street Weather Station,08/01/2019 07:00:00 AM,22.7,66,0.0,0.0,153.5,60,1.0,1.4,1001.0,141
63rd Street Weather Station,08/01/2019 08:00:00 AM,21.6,79,0.0,0.0,406.7,45,1.3,3.2,1000.5,272
Foster Weather Station,08/01/2019 08:00:00 AM,19.89,76,,0.03,,355,1.7,2.0,1000.0,0
Oak Street Weather Station,08/01/2019 08:00:00 AM,22.7,68,0.0,0.0,153.5,53,1.9,2.4,1001.3,308
63rd Street Weather Station,08/01/2019 09:00:00 AM,21.8,78,0.0,0.0,406.7,32,2.9,4.9,1001.0,424
Foster Weather Station,08/01/2019 09:00:00 AM,20.5,76,,0.05,,0,0.9,1.2,1000.7,0
Oak Street Weather Station,08/01/2019 09:00:00 AM,22.9,67,0.0,0.0,153.5,78,1.9,2.4,1002.0,474
63rd Street Weather Station,08/01/2019 10:00:00 AM,21.8,82,0.0,0.0,406.7,29,4.1,5.4,1001.0,570
Foster Weather Station,08/01/2019 10:00:00 AM,20.78,76,,0.0,,354,2.2,2.4,1000.7,0
Oak Street Weather Station,08/01/2019 10:00:00 AM,22.7,72,0.0,0.0,153.5,84,2.7,3.6,1001.9,619
63rd Street Weather Station,08/01/2019 11:00:00 AM,21.9,79,0.0,0.0,406.7,31,3.7,5.9,1000.9,688
Foster Weather Station,08/01/2019 11:00:00 AM,22.0,66,,0.03,,72,1.4,1.6,1000.7,0
Oak Street Weather Station,08/01/2019 11:00:00 AM,22.7,71,0.0,0.0,153.5,80,2.6,3.5,1001.9,734
63rd Street Weather Station,08/01/2019 12:00:00 PM,21.8,82,0.0,0.0,406.7,29,5.1,6.5,1000.8,761
Foster Weather Station,08/01/2019 12:00:00 PM,21.56,70,,0.0,,41,2.3,3.3,1000.7,0
Oak Street Weather Station,08/01/2019 12:00:00 PM,22.9,70,0.0,0.0,153.5,82,2.9,3.7,1001.9,807
63rd Street Weather Station,08/01/2019 01:00:00 PM,22.0,79,0.0,0.0,406.7,41,2.4,6.3,1000.9,788
Foster Weather Station,08/01/2019 01:00:00 PM,22.0,69,,0.0,,46,2.2,3.0,1000.7,0
Oak Street Weather Station,08/01/2019 01:00:00 PM,22.8,71,0.0,0.0,153.5,87,2.7,3.9,1001.9,834
63rd Street Weather Station,08/01/2019 02:00:00 PM,22.2,78,0.0,0.0,406.7,31,4.7,6.1,1000.8,765
Foster Weather Station,08/01/2019 02:00:00 PM,21.78,68,,0.0,,5,2.2,2.5,1000.3,0
Oak Street Weather Station,08/01/2019 02:00:00 PM,22.8,72,0.0,0.0,153.5,87,2.4,3.3,1001.7,815
63rd Street Weather Station,08/01/2019 03:00:00 PM,22.4,78,0.0,0.0,406.7,48,1.6,3.7,1000.1,704
Foster Weather Station,08/01/2019 03:00:00 PM,22.06,71,,0.0,,73,2.0,2.1,999.7,0
Oak Street Weather Station,08/01/2019 03:00:00 PM,23.0,72,0.0,0.0,153.5,82,2.7,3.3,1001.0,745
63rd Street Weather Station,08/01/2019 04:00:00 PM,22.4,78,0.0,0.0,406.7,35,4.3,6.3,999.7,596
63rd Street Weather Station,09/29/2018 09:00:00 PM,14.2,59,0.0,0.5,263.7,76,6.2,8.1,1002.4,2
Foster Weather Station,09/20/2015 01:00:00 PM,18.56,53,,0.0,,145,1.3,1.5,999.7,733
Foster Weather Station,09/20/2015 02:00:00 PM,19.56,51,,0.0,,109,0.5,0.9,999.0,667
Foster Weather Station,09/20/2015 03:00:00 PM,18.78,56,,0.0,,106,0.6,0.7,998.6,570
Foster Weather Station,09/20/2015 04:00:00 PM,18.56,56,,0.0,,78,1.5,1.7,998.0,438
Foster Weather Station,09/20/2015 05:00:00 PM,18.5,60,,0.0,,87,0.5,0.8,997.6,275
Foster Weather Station,09/20/2015 06:00:00 PM,18.5,65,,0.0,,101,0.6,0.7,997.3,108
Foster Weather Station,09/20/2015 07:00:00 PM,16.67,75,,0.0,,94,0.6,0.7,997.3,1
Foster Weather Station,09/20/2015 08:00:00 PM,16.56,78,,0.0,,86,0.9,1.1,998.0,1
Foster Weather Station,09/20/2015 09:00:00 PM,16.78,75,,0.0,,84,0.7,0.8,998.0,0
Foster Weather Station,09/20/2015 10:00:00 PM,17.17,75,,0.0,,135,1.7,2.2,998.0,0
Foster Weather Station,09/20/2015 11:00:00 PM,17.28,74,,0.0,,64,0.8,0.9,998.0,0
Foster Weather Station,09/20/2015 12:00:00 AM,16.0,61,,0.0,,264,1.6,1.7,997.0,0
Foster Weather Station,09/21/2015 01:00:00 AM,17.17,78,,0.0,,121,2.1,2.5,997.3,0
Foster Weather Station,09/21/2015 02:00:00 AM,17.56,64,,0.0,,129,2.7,2.9,997.3,0
Foster Weather Station,09/21/2015 03:00:00 AM,16.5,72,,0.0,,150,1.1,1.4,997.0,0
Foster Weather Station,09/21/2015 04:00:00 AM,16.28,69,,0.0,,194,0.7,1.3,997.3,0
Foster Weather Station,09/21/2015 05:00:00 AM,15.78,68,,0.0,,157,1.7,1.8,997.3,0
Foster Weather Station,09/21/2015 06:00:00 AM,15.56,65,,0.0,,160,1.5,1.7,998.0,0
Foster Weather Station,09/21/2015 07:00:00 AM,15.39,65,,0.0,,190,1.3,1.7,998.3,26
Foster Weather Station,09/21/2015 08:00:00 AM,16.06,62,,0.0,,190,0.9,1.0,999.0,184
Foster Weather Station,09/21/2015 09:00:00 AM,17.0,63,,0.0,,141,2.3,2.7,999.0,345
Foster Weather Station,09/21/2015 10:00:00 AM,16.89,69,,0.0,,133,1.9,2.7,999.3,490
Foster Weather Station,09/21/2015 11:00:00 AM,17.39,67,,0.0,,133,1.3,2.0,999.3,602
Foster Weather Station,09/21/2015 12:00:00 PM,18.06,69,,0.0,,170,0.8,1.2,999.0,666
Foster Weather Station,09/21/2015 01:00:00 PM,18.28,65,,0.0,,118,2.2,2.6,998.3,685
Foster Weather Station,09/21/2015 02:00:00 PM,18.39,65,,0.0,,128,3.1,3.4,997.6,644
Foster Weather Station,09/21/2015 03:00:00 PM,19.06,60,,0.0,,167,0.9,1.7,997.3,553
Foster Weather Station,09/21/2015 04:00:00 PM,19.39,55,,0.0,,154,0.9,1.1,997.0,422
Foster Weather Station,09/21/2015 05:00:00 PM,18.67,59,,0.0,,139,0.5,0.7,996.6,265
Foster Weather Station,09/21/2015 06:00:00 PM,18.67,65,,0.0,,105,0.8,0.9,996.6,101
Foster Weather Station,09/21/2015 07:00:00 PM,17.17,74,,0.0,,101,0.4,0.6,996.6,1
Foster Weather Station,09/21/2015 08:00:00 PM,16.78,82,,0.0,,107,0.9,1.1,997.0,0
Foster Weather Station,09/21/2015 09:00:00 PM,16.78,83,,0.0,,105,0.7,0.8,997.3,0
Foster Weather Station,09/21/2015 10:00:00 PM,17.0,83,,0.0,,142,1.8,2.0,997.3,0
Foster Weather Station,09/21/2015 11:00:00 PM,16.78,84,,0.0,,140,1.6,1.7,997.3,0
Foster Weather Station,09/21/2015 12:00:00 AM,17.17,78,,0.0,,111,1.4,1.7,998.0,0
Foster Weather Station,09/22/2015 01:00:00 AM,17.17,86,,0.0,,163,1.2,1.4,997.0,0
Foster Weather Station,09/22/2015 02:00:00 AM,17.0,86,,0.0,,148,1.6,1.9,997.3,0
Foster Weather Station,09/29/2018 09:00:00 PM,13.5,54,,0.2,,130,2.0,2.2,1001.7,0
Foster Weather Station,08/01/2019 04:00:00 PM,22.5,68,,0.0,,338,0.9,1.5,999.3,0
Oak Street Weather Station,08/01/2019 04:00:00 PM,23.4,69,0.0,0.0,153.5,77,2.9,3.9,1000.8,625
63rd Street Weather Station,05/31/2020 07:00:00 AM,12.6,64,0.0,0.0,231.4,81,5.7,6.6,1006.2,210
Oak Street Weather Station,05/31/2020 07:00:00 AM,12.2,62,0.0,0.0,13.4,94,2.0,3.8,1007.3,235
63rd Street Weather Station,05/31/2020 01:00:00 PM,12.6,61,0.0,0.0,231.4,66,2.8,4.4,1006.2,836
Oak Street Weather Station,05/31/2020 01:00:00 PM,12.6,55,0.0,0.0,13.4,111,1.1,2.6,1007.1,890
63rd Street Weather Station,05/31/2020 03:00:00 PM,12.6,61,0.0,0.0,231.4,72,4.0,5.2,1005.2,741
Oak Street Weather Station,05/31/2020 03:00:00 PM,12.8,54,0.0,0.0,13.4,99,1.5,3.0,1006.0,784
63rd Street Weather Station,05/31/2020 10:00:00 PM,15.6,64,0.0,0.0,231.4,164,1.7,3.7,1003.3,2
Oak Street Weather Station,05/31/2020 10:00:00 PM,16.0,45,0.0,0.0,13.4,93,1.1,2.2,1003.9,0
63rd Street Weather Station,06/01/2020 01:00:00 AM,15.5,50,0.0,0.0,231.4,174,2.4,3.7,1002.9,2
Oak Street Weather Station,06/01/2020 01:00:00 AM,16.3,45,0.0,0.0,13.4,112,0.8,1.9,1003.4,0
63rd Street Weather Station,06/01/2020 05:00:00 AM,13.8,53,0.0,0.0,231.4,198,1.9,3.4,1002.7,3
Oak Street Weather Station,06/01/2020 05:00:00 AM,17.3,32,0.0,0.0,13.4,224,1.1,2.0,1003.3,0
63rd Street Weather Station,06/01/2020 06:00:00 AM,14.6,50,0.0,0.0,231.4,218,1.9,3.5,1002.7,51
Oak Street Weather Station,06/01/2020 06:00:00 AM,17.3,37,0.0,0.0,13.4,79,1.7,4.4,1003.0,71
63rd Street Weather Station,10/13/2020 09:00:00 PM,16.9,41,0.0,0.0,21.9,307,1.6,3.5,993.7,1
Foster Weather Station,10/13/2020 09:00:00 PM,16.0,37,,0.0,,253,1.8,1.9,992.9,2
Oak Street Weather Station,10/13/2020 09:00:00 PM,17.2,39,0.0,0.0,278.0,335,1.6,2.9,994.5,-2
63rd Street Weather Station,10/14/2020 03:00:00 AM,12.7,48,0.0,0.0,21.9,340,1.8,3.7,994.8,2
Foster Weather Station,10/14/2020 03:00:00 AM,11.06,45,,0.0,,246,2.7,3.4,993.9,1
Oak Street Weather Station,10/14/2020 03:00:00 AM,13.3,43,0.0,0.0,278.0,268,1.0,1.7,995.7,0
63rd Street Weather Station,10/14/2020 04:00:00 AM,11.0,58,0.0,0.0,21.9,240,2.1,2.5,994.9,3
Foster Weather Station,10/14/2020 04:00:00 AM,11.56,43,,0.0,,216,1.1,1.5,993.6,0
Oak Street Weather Station,10/14/2020 04:00:00 AM,13.5,43,0.0,0.0,278.0,261,1.6,2.7,995.5,0
63rd Street Weather Station,06/12/2021 10:00:00 PM,23.5,92,0.0,0.0,15.3,20,2.1,3.6,990.9,0
Foster Weather Station,06/12/2021 10:00:00 PM,16.5,82,,0.0,,0,3.3,0.0,991.5,3
Oak Street Weather Station,06/12/2021 10:00:00 PM,23.3,86,0.0,0.0,21.7,127,0.3,0.6,991.8,-3
63rd Street Weather Station,06/13/2021 12:00:00 AM,23.0,94,0.0,0.0,15.3,353,1.8,3.5,991.7,0
Foster Weather Station,06/13/2021 12:00:00 AM,16.0,76,,0.0,,0,3.3,0.0,992.6,3
Oak Street Weather Station,06/13/2021 12:00:00 AM,22.9,82,0.0,0.0,21.7,11,2.2,2.6,992.6,-3
63rd Street Weather Station,06/13/2021 01:00:00 AM,22.9,89,0.0,0.0,15.3,14,3.8,5.5,991.7,0
Foster Weather Station,06/13/2021 01:00:00 AM,16.0,78,,0.0,,0,3.3,0.0,992.6,3
63rd Street Weather Station,09/29/2018 10:00:00 PM,14.2,65,0.0,1.5,265.2,83,5.9,8.1,1002.3,3
Foster Weather Station,09/29/2018 10:00:00 PM,13.5,56,,0.2,,101,1.7,2.3,1002.0,0
63rd Street Weather Station,09/30/2018 12:00:00 AM,14.5,71,0.0,0.0,265.3,101,4.7,8.2,1001.9,2
Foster Weather Station,09/30/2018 12:00:00 AM,13.28,69,,0.0,,98,1.8,2.5,1001.4,0
63rd Street Weather Station,09/30/2018 04:00:00 AM,13.5,74,0.0,0.1,265.4,102,3.5,5.5,1001.1,2
Foster Weather Station,09/30/2018 04:00:00 AM,12.06,80,,0.03,,78,2.4,2.6,1000.7,0
63rd Street Weather Station,09/30/2018 05:00:00 AM,13.6,78,0.0,0.0,265.4,84,4.8,6.8,1000.8,2
Foster Weather Station,09/30/2018 05:00:00 AM,12.0,79,,0.03,,96,1.3,1.8,1000.7,0
63rd Street Weather Station,09/30/2018 06:00:00 AM,14.1,80,0.0,0.0,265.4,110,2.4,4.0,1000.6,2
Foster Weather Station,09/30/2018 06:00:00 AM,12.67,75,,0.0,,38,1.5,2.4,1000.0,0
Foster Weather Station,09/22/2015 03:00:00 AM,16.89,76,,0.0,,146,1.4,1.7,997.3,0
Foster Weather Station,09/22/2015 04:00:00 AM,16.78,66,,0.0,,168,2.1,2.5,997.6,0
Foster Weather Station,09/22/2015 05:00:00 AM,16.39,56,,0.0,,187,1.6,2.0,998.0,0
Foster Weather Station,09/22/2015 06:00:00 AM,16.39,55,,0.0,,216,2.8,3.0,998.6,0
Foster Weather Station,09/22/2015 07:00:00 AM,16.39,55,,0.0,,187,2.8,3.0,999.0,28
Foster Weather Station,09/22/2015 08:00:00 AM,17.0,53,,0.0,,188,0.9,1.1,999.7,180
Foster Weather Station,09/22/2015 09:00:00 AM,19.0,50,,0.0,,213,2.0,2.5,999.7,342
Foster Weather Station,09/22/2015 10:00:00 AM,20.89,46,,0.0,,186,1.7,2.0,1000.0,483
Foster Weather Station,09/22/2015 11:00:00 AM,18.89,64,,0.0,,119,2.8,3.5,1000.0,588
